Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer â€“ 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court â€“ 1","If yes, which High Court â€“ 2","If yes, which High Court â€“ 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law,fileTitle
Prasanta Kumar Deka,Male,1959-11-05T00:00:00Z,NA,NA,2016-11-15T00:00:00Z,2021-11-04T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Bar,No,Yes,No,NA,No,No,No,No,No,NA,"Assam Engineering College, Jalukbari, Guwahati",Electrical Engineering,"Government Law College, Guwahati under Gauhati University",1965,1996,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No,Gauhati
S. Hukato Swu,Male,1960-01-01T00:00:00Z,Nagaland,Satakha,2019-11-26T00:00:00Z,2021-12-31T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,Goalpara Sainik School Assam,"St. Anthony's College Shillong,",NA,"Campus Law Centre- I, Delhi",1987,NA,NA,No,No,No,Gauhati
Hitesh Kumar Sarma,Male,1960-07-01T00:00:00Z,Assam,Pathsala,2017-05-19T00:00:00Z,2022-06-30T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,"MP School, Pathsala","Bajali College, Pathshala",Arts,"JB Law College, Guwahati",1973,NA,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No,Gauhati
Rumi Kumari Phukan,Female,1960-07-01T00:00:00Z,Assam,Jorhat,2015-01-07T00:00:00Z,2022-06-30T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,"JB College, Jorhat",Arts,Jorhat Law College,NA,1987,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No,Gauhati
Nishitendu Chaudhury,Male,1961-02-01T00:00:00Z,NA,NA,2013-05-22T00:00:00Z,2016-11-12T00:00:00Z,Yes,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Bar,No,Yes,No,NA,No,No,No,No,Yes,Karimganj Government HS School,"G.C. College, Silchar",Zoology,A.K. Chanda Law College,NA,NA,NA,No,No,Yes,Gauhati
Ajit Borthakur,Male,1961-12-01T00:00:00Z,NA,NA,2016-11-15T00:00:00Z,2023-11-30T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Service,Yes,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Arts,Gauhati University,NA,NA,NA,No,Yes,No,Gauhati
Achintya Barua,Male,1961-12-15T00:00:00Z,NA,NA,2016-11-15T00:00:00Z,2023-12-14T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,NA,Yes,No,No,No,No,"Kendriya Vidyalaya, Guwahati",Utkal University,NA,"Government Law College, Guwahati under Gauhati University",NA,1988,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,Yes,No,Gauhati
Parthivjyoti Saikia,Male,1965-04-18T00:00:00Z,NA,NA,2019-11-26T00:00:00Z,2027-04-15T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Service,Yes,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Gauhati
Manash Ranjan Pathak,Male,1965-08-28T00:00:00Z,Assam,Guwahati,2013-05-22T00:00:00Z,2027-08-27T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,"Kendriya Vidyalaya, Khanapara, Guwahati",St. Josephsâ€™ College,Arts,"Government Law College, Panbazar, Guwahati, Gauhati University",1977,1990,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Tripura",No,No,No,Gauhati
Michael Zothankhuma,Male,1965-10-23T00:00:00Z,NA,NA,2015-01-07T00:00:00Z,2027-10-22T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,NA,No,No,No,No,No,"St. Edmund's School, Shillong",Hindu College under Delhi University.,English,Campus Law Centre under Delhi University,1987,NA,NA,No,No,No,Gauhati
Kalyan Rai Surana,Male,1965-12-13T00:00:00Z,NA,NA,2016-11-15T00:00:00Z,2027-12-12T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Bar,No,Yes,No,NA,No,No,No,No,No,NA,NA,Commerce (Major in Management Accountancy & Taxation),NA,NA,1992,NA,No,No,No,Gauhati
Nelson Sailo,Male,1968-10-09T00:00:00Z,NA,NA,2016-11-15T00:00:00Z,2030-10-09T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,NA,Yes,No,No,No,Yes,"St. Paula's High School, Aizawl","St. Anthony's College, Shillong under the North Eastern Hill University (NEHU)",Arts,"Shillong Law College, NEHU",NA,1996,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No,Gauhati
Nani Tagia,Male,1969-05-16T00:00:00Z,NA,NA,2018-11-19T00:00:00Z,2031-05-16T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,NA,No,No,No,No,No,"Govt. Higher Secondary School, Ziro, Lower Subansiri District, Arunachal Pradesh","Govt. College, Itanagar (Arunachal University)",Arts,Campus Law Centre (Delhi University).,1986,NA,NA,No,No,No,Gauhati
Suman Shyam,Male,1969-06-12T00:00:00Z,NA,NA,2015-01-07T00:00:00Z,1931-06-11T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,Gauhati University,Science,"J.B. Law College, Guwahati",1986,1996,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No,Gauhati
Soumitra Saikia,Male,1969-07-25T00:00:00Z,NA,NA,2019-11-26T00:00:00Z,2031-07-25T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,NA,J.B.  Law College under the Gauhati University,NA,NA,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No,Gauhati
Sanjay Kumar Medhi,Male,1971-03-07T00:00:00Z,Assam,Guwahati,2018-11-19T00:00:00Z,2033-03-07T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,NA,Yes,No,No,No,Yes,"Cotton College, Guwahati","Ramjas College, Delhi University",Economics,Campus Law Centre,1963,1994,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No,Gauhati
Manish Choudhury,Male,1972-03-01T00:00:00Z,NA,NA,2019-01-18T00:00:00Z,2034-03-01T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,NA,Yes,No,No,Yes,No,"Cotton College, Guwahati","Ramjas College, University of Delhi",Economics,J.B. Law College under the Gauhati University.,1972,1999,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,Yes,No,Gauhati
N. C. Jain,Male,NA,NA,NA,1988-06-27T00:00:00Z,2001-04-05T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,Yes,Gauhati,-,-,No,NA,Bar,No,Yes,No,NA,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,Gauhati
Prahladrai Agarwal,Male,NA,NA,NA,1998-07-23T00:00:00Z,2007-03-30T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,1968,NA,No,No,No,Gauhati
S. Nainar Sundaram,Male,1932-08-03T00:00:00Z,Tamil Nadu,Tirunelveli,1978-01-04T00:00:00Z,1993-12-13T00:00:00Z,No,No,Madras,Yes,Gujarat,1992-06-15T00:00:00Z,NA,NA,NA,NA,Yes,Gujarat,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,Yes,"P. S. High School, Mylapore","Loyela College, Madras",Commerce,"Law College, Madras",NA,1955,Tamil Nadu,No,No,No,Gujarat
Bansilal Kapadia,Male,1932-09-22T00:00:00Z,NA,NA,1983-09-05T00:00:00Z,1994-09-22T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Gujarat and Bombay,No,No,No,Gujarat
Chinuprasad Jani,Male,1933-01-04T00:00:00Z,NA,NA,1990-06-21T00:00:00Z,1995-01-04T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Gujarat,No,No,No,Gujarat
Gurudas Kamat,Male,1935-01-05T00:00:00Z,NA,NA,1983-11-29T00:00:00Z,1997-01-05T00:00:00Z,No,No,Bombay,No,NA,NA,NA,NA,NA,NA,Yes,Gujarat,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,Arts,NA,1960,1962,Maharashtra,No,No,No,Gujarat
Akbar Nanjibhai Divecha,Male,1935-05-20T00:00:00Z,NA,NA,1990-11-22T00:00:00Z,1997-05-20T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1970,Gujarat,No,No,No,Gujarat
Kailashchandra Vaidya,Male,1935-07-29T00:00:00Z,NA,NA,1989-03-14T00:00:00Z,1997-03-03T00:00:00Z,No,Yes,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,No,No,No,No,No,NA,NA,NA,NA,NA,1962,Gujarat,No,No,No,Gujarat
Dawwodi Nasir,Male,1936-01-02T00:00:00Z,NA,NA,1995-01-23T00:00:00Z,1998-01-02T00:00:00Z,No,No,Gujarat,Yes,AndhraPradesh,1995-03-23T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Gujarat,No,No,No,Gujarat
Ramesh Mehta,Male,1936-05-04T00:00:00Z,NA,NA,1983-11-05T00:00:00Z,1998-05-04T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,NA,NA,NA,1962,Gujarat,No,No,No,Gujarat
Vinubhai Hirabhai Bhairavia,Male,1936-09-17T00:00:00Z,NA,NA,1989-03-14T00:00:00Z,1998-09-17T00:00:00Z,No,No,Gujarat,Yes,Bombay,1994-06-24T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,Arts,NA,NA,1968,Gujarat,No,No,No,Gujarat
Suresh Soni,Male,1936-12-09T00:00:00Z,NA,NA,1990-07-18T00:00:00Z,1998-11-25T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1962,Gujarat,No,No,No,Gujarat
Suhrud Deoprasad Dave,Male,1937-10-01T00:00:00Z,NA,NA,1990-07-21T00:00:00Z,1999-10-01T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1962,Gujarat,No,No,No,Gujarat
Bhupinder Nath Kirpal,Male,1937-11-08T00:00:00Z,NA,NA,1979-11-20T00:00:00Z,2002-11-08T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,Yes,Gujarat,NA,NA,Yes,1995-09-11T00:00:00Z,Bar,No,Yes,No,NA,Yes,No,No,No,No,"The Modern School, New Delhi","St Stephens College, Delhi University",Arts,NA,NA,NA,Delhi,No,No,No,Gujarat
Niranjan Janmashankar Pandya,Male,1938-08-06T00:00:00Z,NA,NA,1990-06-21T00:00:00Z,2000-06-06T00:00:00Z,No,No,Gujarat,Yes,Bombay,1997-10-23T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1962,Gujarat,No,No,No,Gujarat
Manharlal Shah,Male,1938-09-25T00:00:00Z,Gujarat,Dehgam in Ahmedabad District,1983-01-28T00:00:00Z,2003-09-24T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,Yes,Bombay,NA,NA,Yes,1998-12-09T00:00:00Z,Bar,No,Yes,No,NA,Yes,No,No,No,Yes,NA,"L.D. Arts College, Ahmedabad",Economics,"Sir L.A. Shah Law College, Ahmedabad",1962,1963,Gujarat,No,Yes,No,Gujarat
Mahendra Sankalchand Parikh,Male,1939-01-10T00:00:00Z,NA,NA,1990-11-22T00:00:00Z,2000-09-29T00:00:00Z,No,Yes,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1962,Gujarat,No,No,No,Gujarat
Harivadan Shelat,Male,1939-03-02T00:00:00Z,NA,NA,1995-09-18T00:00:00Z,2001-03-02T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1962,Gujarat,No,No,No,Gujarat
Dinesh Chandra Srivastava,Male,1939-08-26T00:00:00Z,NA,NA,1995-03-15T00:00:00Z,2001-08-26T00:00:00Z,No,No,Allahabad,Yes,Gujarat,1997-12-26T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Gujarat
Arunkumar Trivedi,Male,1939-09-04T00:00:00Z,NA,NA,1997-12-11T00:00:00Z,2001-09-04T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1965,Gujarat,No,No,No,Gujarat
Sharad Sudhalkar,Male,1939-11-22T00:00:00Z,NA,NA,1994-10-12T00:00:00Z,2001-11-22T00:00:00Z,No,No,Gujarat,Yes,PunjabandHaryana,1994-11-01T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,1962,Gujarat,No,No,No,Gujarat
Yogin Balvant Bhatt,Male,1940-12-29T00:00:00Z,NA,NA,1990-11-22T00:00:00Z,2002-12-29T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,Poona University,Science,NA,1963,1964,Gujarat,No,No,No,Gujarat
Daya Saran Sinha,Male,1941-03-18T00:00:00Z,NA,NA,1986-03-17T00:00:00Z,2003-03-18T00:00:00Z,No,No,Allahabad,No,NA,NA,NA,NA,NA,NA,Yes,Gujarat,NA,NA,No,NA,Bar,No,Yes,Yes,NA,Yes,No,No,No,No,NA,University of Allahabad,Arts,University of Allahabad,1959,1962,Uttar Pradesh,No,No,No,Gujarat
Sugnya Bhatt,Female,1941-04-25T00:00:00Z,NA,NA,1994-10-17T00:00:00Z,1995-01-02T00:00:00Z,No,No,Gujarat,Yes,Kerala,1994-11-04T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1968,Gujarat,No,No,No,Gujarat
Harivada Mehta,Male,1941-10-13T00:00:00Z,NA,NA,1999-12-27T00:00:00Z,2003-10-13T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,Science,City Law College,1964,1965,Gujarat,No,No,No,Gujarat
Kundan Singh,Male,1941-12-15T00:00:00Z,NA,NA,1991-11-27T00:00:00Z,2003-12-15T00:00:00Z,No,No,Allahabad,Yes,Gujarat,1997-12-15T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,NA,NA,NA,1964,Uttar Pradesh,No,No,No,Gujarat
Mustak Kadri,Male,1942-06-10T00:00:00Z,NA,NA,1995-09-18T00:00:00Z,2004-06-10T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,NA,No,NA,NA,NA,NA,NA,NA,Gujarat University,Arts,Gujarat University,1968,NA,NA,No,No,No,Gujarat
Dineshchandra Pravinrai Buch,Male,1942-08-22T00:00:00Z,NA,NA,1999-09-17T00:00:00Z,2004-08-22T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,"Bahauddin College, Junagadh",Science,"A.M.P. Law College, Rajkot",1965,1966,Gujarat,No,No,No,Gujarat
Ramesh Kundanlal Abichandani,Male,1942-12-10T00:00:00Z,NA,NA,1990-07-18T00:00:00Z,2004-12-10T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,Yes,No,No,No,No,NA,Gujarat University,Economics & Politics,Gujarat University,1961,1963,Gujarat,No,No,Yes,Gujarat
Deepak Kantilal Trivedi,Male,1943-03-04T00:00:00Z,Gujarat,Rajkot,1994-01-17T00:00:00Z,2005-03-03T00:00:00Z,No,No,Gujarat,Yes,Bombay,1994-02-04T00:00:00Z,Gujarat,2001-09-11T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,Yes,NA,H. K. Arts College,NA,Sir L.A. Shah College,NA,1973,Gujarat,No,No,No,Gujarat
Chunilal Thakker,Male,1943-11-10T00:00:00Z,NA,NA,1990-07-21T00:00:00Z,2008-11-10T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,Yes,Himachal Pradesh,Bombay,NA,Yes,2004-06-07T00:00:00Z,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,Economics and Political Science,"M.P. Shah Law College, Jamnagar",1967,1968,Gujarat,No,No,Yes,Gujarat
Sharad Shah,Male,1943-12-10T00:00:00Z,NA,NA,1990-11-22T00:00:00Z,1997-11-26T00:00:00Z,Yes,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,NA,NA,NA,1968,Gujarat,No,No,No,Gujarat
Kshitij Rameshbhai Vyas,Male,1944-07-19T00:00:00Z,Gujarat,Bhalod,1990-11-22T00:00:00Z,2006-10-02T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,Yes,Bombay,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,NA,"M. S. University, Baroda",1968,1968,Gujarat,No,No,No,Gujarat
Manharlal Chimanlal Patel,Male,1944-08-20T00:00:00Z,NA,NA,1997-12-11T00:00:00Z,2006-08-20T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,1971,Gujarat,No,No,No,Gujarat
Kamal Mehta,Male,1945-09-28T00:00:00Z,NA,NA,1999-09-17T00:00:00Z,2007-09-29T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,Yes,NA,NA,Science,"Sarvajanik Law College, Surat",NA,1968,Gujarat,No,No,Yes,Gujarat
J. N. Bhatt,Male,1945-10-16T00:00:00Z,Gujarat,Jamnagar,1990-07-21T00:00:00Z,2007-10-16T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,Yes,Patna,NA,NA,No,NA,Service,Yes,Yes,No,Yes,Yes,No,No,No,No,NA,NA,Commerce,NA,NA,1968,Gujarat,No,Yes,Yes,Gujarat
Dhiren Karia,Male,1945-11-28T00:00:00Z,NA,NA,1990-11-22T00:00:00Z,1997-11-28T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1964,Gujarat,No,No,No,Gujarat
Akshay Mehta,Male,1945-12-15T00:00:00Z,NA,NA,2001-06-18T00:00:00Z,2007-12-14T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,NA,Yes,No,No,No,Yes,Rosary High School,NA,NA,M. S. University at Vadodara,NA,1971,Gujarat,No,No,No,Gujarat
Rajesh Balia,Male,1946-03-03T00:00:00Z,NA,NA,1991-10-21T00:00:00Z,2008-03-03T00:00:00Z,No,No,Rajasthan,Yes,Gujarat,1994-06-24T00:00:00Z,Rajasthan,1999-12-14T00:00:00Z,NA,NA,Yes,Patna,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,Commerce,NA,NA,1967,Rajasthan,No,No,No,Gujarat
Yad Ram Meena,Male,1946-07-01T00:00:00Z,NA,NA,1990-07-20T00:00:00Z,2008-06-30T00:00:00Z,No,No,Rajasthan,Yes,Calcutta,1997-12-01T00:00:00Z,Rajasthan,2001-10-01T00:00:00Z,NA,NA,Yes,Gujarat,NA,NA,No,NA,Bar,Yes,Yes,No,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,1968,Gujarat,No,No,No,Gujarat
Jagdish Madhurlal Panchal,Male,1946-10-06T00:00:00Z,NA,NA,1990-11-22T00:00:00Z,2011-10-05T00:00:00Z,No,No,Gujarat,Yes,Rajasthan,2007-07-16T00:00:00Z,NA,NA,NA,NA,Yes,Rajasthan,NA,NA,Yes,2007-11-12T00:00:00Z,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,"H. L. College of Commerce, Ahmedabad",Commerce,NA,1972,1972,Gujarat,No,No,No,Gujarat
Chaitanya Kastubprasad Buch,Male,1947-05-17T00:00:00Z,NA,NA,1997-12-11T00:00:00Z,2009-05-17T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1972,Gujarat,No,No,No,Gujarat
Ramesh Prabhudas Dholakia,Male,1947-06-28T00:00:00Z,NA,NA,1997-12-11T00:00:00Z,2009-06-02T00:00:00Z,No,Yes,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,Saurashtra University,NA,"Sir L.A. Shah Law College, Ahmedabad",1973,1988,Gujarat,No,No,No,Gujarat
Jaypraksh Ramakant Vora,Male,1948-01-09T00:00:00Z,NA,NA,1997-12-11T00:00:00Z,2010-01-09T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1973,Gujarat,No,No,No,Gujarat
Sharadkumar Dave,Male,1948-01-15T00:00:00Z,NA,NA,2001-03-30T00:00:00Z,2010-01-15T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,"M. S. University, Vadodara",Arts,"Sir L. A. Shah Law College, Ahmedabad",NA,1973,Gujarat,No,No,Yes,Gujarat
Ramanlal Jain,Male,1948-01-26T00:00:00Z,NA,NA,1995-09-18T00:00:00Z,1997-11-17T00:00:00Z,No,No,Gujarat,Yes,Madras,1996-07-11T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,1973,Gujarat,No,No,No,Gujarat
Dhiren Mehta,Male,1948-12-02T00:00:00Z,Gujarat,Bhavnagar,2000-09-18T00:00:00Z,2010-12-02T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,Yes,NA,"Bhavan's College, Bombay",Arts,"M. S. University, Vadodara",1974,1974,Gujarat,No,No,Yes,Gujarat
Arvind Mohanlal Kapadia,Male,1949-03-04T00:00:00Z,NA,NA,1997-12-11T00:00:00Z,2011-03-04T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,Economics,NA,1971,1972,Gujarat,No,No,No,Gujarat
Kantilal Ambalal Puj,Male,1949-05-02T00:00:00Z,NA,NA,2001-12-03T00:00:00Z,2011-05-01T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,No,No,No,No,Yes,NA,NA,Arts,"Sir L. A. Shah Law College, Ahmedabad",NA,1976,Gujarat,No,Yes,No,Gujarat
Bhagwati Prasad,Male,1949-05-13T00:00:00Z,Rajasthan,Bahadra,1996-04-06T00:00:00Z,2011-05-12T00:00:00Z,No,No,Rajasthan,Yes,Gujarat,2008-02-07T00:00:00Z,NA,NA,NA,NA,Yes,Jharkhand,NA,NA,No,NA,Bar,No,Yes,Yes,NA,No,No,No,No,No,NA,"Government College, Hisar, Haryana (Punjab University, Chandigarh)",Science,"Doongar College, Bikaner, Rajasthan (Rajasthan University, Jaipur)",1972,1972,Rajasthan,No,No,Yes,Gujarat
