Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law,fileTitle
Dilip Kumar Sunha,Male,1949-08-01T00:00:00Z,Not Available,Not Available,2006-02-27T00:00:00Z,2011-07-31T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,"Rajgir, Bihar and Bettiah",not available,B.Sc.,Patna Law College,not available,1976,Bihar,No,No,No,Jharkhand
Sudhanshu Mukhopadhaya,Male,1950-03-15T00:00:00Z,Not Available,Not Available,1994-11-08T00:00:00Z,2015-03-14T00:00:00Z,No,No,Patna,Yes,Jharkhand,2000-11-14T00:00:00Z,Madras,2006-08-31T00:00:00Z,Not Applicable,Not Applicable,Yes,Gujarat,Not Applicable,Not Applicable,Yes,2011-09-13T00:00:00Z,Bar,No,Yes,Yes,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,Magadh University,B.Sc.,Patna University,1979,1979,Patna,No,No,No,Jharkhand
Ramesh Kumar Merathia,Male,1950-08-18T00:00:00Z,Not Available,Not Available,2002-11-18T00:00:00Z,2012-08-17T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Yes,Not Available,Not Available,"D.A.V. School, Jharia","R.S.P.College, Jharia",B.Com.,"Chhotanagpur Law College, Ranchi",not available,1973,Bihar,No,No,No,Jharkhand
Jaya Roy,Female,1951-08-08T00:00:00Z,Not Available,Not Available,2008-07-30T00:00:00Z,2013-08-07T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Science,Patna University,not available,1976,Bihar,No,No,No,Jharkhand
Narendra Nath Tiwari,Male,1952-05-22T00:00:00Z,Not Available,Not Available,2004-06-28T00:00:00Z,2014-05-21T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,Not Available,Not Available,"G.L.A. College, Daltonganj",Economics Honours,"Chhotanagpur Law College, Ranchi",1975,1975,Bihar,No,Yes,No,Jharkhand
Pradeep Kumar,Male,1952-07-01T00:00:00Z,Not Available,Not Available,2009-01-21T00:00:00Z,2011-11-29T00:00:00Z,Yes,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,"Zila School, Ranchi","St. Xavierâ€™s College, Ranchi",B.Sc.,"Chotanagpur Law College, Ranchi",not available,1974,Bihar,No,No,No,Jharkhand
Tapen Dhirendra Sen,Male,1953-09-02T00:00:00Z,Not Available,Not Available,2002-01-28T00:00:00Z,2015-09-01T00:00:00Z,No,No,Jharkhand,Yes,PunjabandHaryana,2004-12-02T00:00:00Z,Calcutta,2006-01-09T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Yes,Not Available,"St. Xavier's School, Hazaribag","St. Columba's College, Hazaribag",Arts,"Chotanagpur Law College, Ranchi",1979,1980,Bihar,No,No,No,Jharkhand
Dhrub Narayan Upadhyay,Male,1954-08-10T00:00:00Z,Jharkhand,Jamshedpur,2011-04-27T00:00:00Z,2016-08-09T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Yes,No,Not Available,Not Available,Not Available,"R.D. TATA Higher secondary school, Jamshedpur",Co-operative College,B.Com,Co-operative College,not available,1979,Bihar,No,No,No,Jharkhand
Pradip Kumar Mohanty,Male,1955-06-10T00:00:00Z,Odisha,Cuttack,2002-03-07T00:00:00Z,2017-06-09T00:00:00Z,No,No,Orissa,Yes,Jharkhand,2016-04-08T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Jharkhand,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,"Ravenshaw Collegiate School, Cuttack","Ravenshaw College, Cuttack",B.Com.,"M.S. Law College, Cuttack",1978,1978,Odisha,No,No,No,Jharkhand
R. Banumathi,Female,1955-07-20T00:00:00Z,Tamil Nadu,Not Available,2003-04-03T00:00:00Z,2020-07-19T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Jharkhand,Not Applicable,Not Applicable,Yes,2014-08-13T00:00:00Z,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,B.Sc.,not available,not available,1981,Tamil nadu,No,No,not available,Jharkhand
Pradipkumar Bhatt,Male,1956-09-06T00:00:00Z,Not Available,Not Available,2011-02-17T00:00:00Z,2018-09-05T00:00:00Z,No,No,Gujarat,Yes,Jharkhand,2011-06-27T00:00:00Z,Gujarat,2016-02-11T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Yes,No,Not Available,Yes,Not Available,Gujarat,"H.K. Arts College, Ahmedabad",Political Science,"Sir L.A. Shah Law College, Ahmedabad",not available,1984,Gujarat,No,No,No,Jharkhand
Ravi Nath Verma,Male,1956-12-10T00:00:00Z,Not Available,Not Available,2014-09-26T00:00:00Z,2016-10-22T00:00:00Z,No,Yes,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,B.A. (Hons.) Economics,not available,not available,1983,not available,not available,No,No,Jharkhand
Bimlendu Mangalmurti,Male,1958-06-01T00:00:00Z,Not Available,Not Available,2017-05-20T00:00:00Z,Not Available,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,1983,Bihar,not available,not available,not available,Jharkhand
Prashant Kumar,Male,1958-07-01T00:00:00Z,Not Available,Not Available,2009-01-21T00:00:00Z,2019-08-30T00:00:00Z,Yes,No,Jharkhand,Yes,Allahabad,2016-05-19T00:00:00Z,Jharkhand,2019-05-09T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,"Bisheshwar Seminary School,Chapra","Uday Pratap Singh Degree College, Varanasi",B.Sc.,"Harishchandra Law College, Varanasi",not available,1980,Bihar,No,No,No,Jharkhand
Anant Bijay Singh,Male,1959-01-13T00:00:00Z,Not Available,Not Available,2016-04-08T00:00:00Z,2021-01-12T00:00:00Z,No,Yes,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Yes,Not Available,not available,B.Sc.,not available,not available,1987,Bihar,No,No,No,Jharkhand
Harish Mishra,Male,1959-03-27T00:00:00Z,Not Available,Not Available,2011-04-27T00:00:00Z,2021-03-26T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,"Patna High School and T.N.B. College, Bhagalpur","Co-operative College, Jamshedpur",B.Com,Patna Law College,1984,1984,Bihar,No,No,No,Jharkhand
Aniruddha Bose,Male,1959-04-11T00:00:00Z,West Bengal,Not Available,2004-01-19T00:00:00Z,2024-04-10T00:00:00Z,No,No,Calcutta,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Jharkhand,Not Applicable,Not Applicable,Yes,2019-05-24T00:00:00Z,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,"St. Lawrence High School, Calcutta","St. Xavier's College, Calcutta",Commerce,"Surendranath College of Law, Calcutta",not available,1985,West Bengal,No,No,No,Jharkhand
Amitav Gupta,Male,1959-05-31T00:00:00Z,Not Available,Not Available,2013-09-18T00:00:00Z,2021-05-30T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,"St. Xavier's School, Sahebganj","Hindu College, Delhi University",not available,"Campus Law Centre (Law Faculty), Delhi University",not available,1985,Bihar,No,Yes,No,Jharkhand
Ratnaker Bhengra,Male,1962-10-05T00:00:00Z,Not Available,Not Available,2015-04-17T00:00:00Z,2024-10-04T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,"Mount Hermon School, Darjeeling","Kirori Mal College, Delhi University",Geography,Delhi University,not available,1988,Delhi,No,Yes,No,Jharkhand
Shiva Pathak,Male,1963-01-15T00:00:00Z,Not Available,Not Available,2016-09-30T00:00:00Z,2025-01-14T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,"Bihar national College, Patna University",Arts,"Patna Law College, Patna University",1988,1988,Bihar,No,Yes,No,Jharkhand
Shree Chandrashekhar,Male,1965-05-25T00:00:00Z,Not Available,Not Available,2013-01-17T00:00:00Z,2027-05-24T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Yes,Not Available,Not Available,not available,B.Sc. Hons.,"Campus Law Centre, University of Delhi",1993,1993,Delhi,No,No,No,Jharkhand
Anil Kumar Choudhary,Male,1965-06-18T00:00:00Z,Jharkhand,Odisha,2017-05-20T00:00:00Z,2027-06-17T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Yes,No,Yes,Not Available,Yes,Not Available,"Government College, Rourkela",Science,Rourkela Law College,1988,1995,Odisha,No,Yes,No,Jharkhand
Aparesh Kumar Singh,Male,1965-07-07T00:00:00Z,Not Available,Not Available,2012-01-24T00:00:00Z,2027-07-06T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,B.A. Hons.,University of Delhi,not available,1990,Patna,No,No,No,Jharkhand
Sanjay Dwivedi,Male,1965-11-03T00:00:00Z,Bihar,Not Available,2019-02-18T00:00:00Z,2027-11-02T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Yes,Not Available,Not Available,not available,B.A. (Hons.),Ranchi University,1993,1993,Patna,No,No,No,Jharkhand
Sujit Narayan Prasad,Male,1967-06-20T00:00:00Z,Not Available,Not Available,2014-09-26T00:00:00Z,2029-06-19T00:00:00Z,No,No,Jharkhand,Yes,Orissa,2015-03-12T00:00:00Z,Jharkhand,2018-11-22T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,not available,not available,1995,not available,No,Yes,No,Jharkhand
Deepak Roshan,Male,1967-12-12T00:00:00Z,Jharkhand,Ranchi,2019-02-18T00:00:00Z,2029-12-11T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Not Available,Not Available,Not Available,University of Delhi,not available,"Sir L. A. Shah Law College, Ahmadabad, Gujarat University",not available,1995,Patna,No,No,No,Jharkhand
Rongon Mukhopadhyay,Male,1967-12-29T00:00:00Z,Not Available,Not Available,2014-09-26T00:00:00Z,2029-12-28T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Commerce,not available,not available,1991,not available,No,No,No,Jharkhand
Ananda Sen,Male,1969-08-15T00:00:00Z,Not Available,Not Available,2016-04-08T00:00:00Z,2031-08-14T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Yes,Yes,"Assembly of God Church School, Kolkata",Kolkata University,Commerce,"Chhotanagpur Law College, Ranchi (Ranchi University)",not available,1996,Jharkhand,No,No,No,Jharkhand
Anubha Rawat Choudhary,Female,1970-06-25T00:00:00Z,Not Available,Not Available,2018-01-06T00:00:00Z,2032-06-24T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Not Available,Not Available,"Guru Nanak School, Ranchi","Miranda House, Delhi University",Bachelor of Science (Physics Honours Course),"Campus Law Centre, Delhi University",1995,1995,not available,No,No,No,Jharkhand
Rajesh Shankar,Male,1970-12-16T00:00:00Z,Not Available,Not Available,2016-09-30T00:00:00Z,2032-12-15T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,"St. John's High School, Ranchi","Hindu College, University of Delhi",B.A. Hons.,"Campus Law Centre, Faculty of Law, Delhi University",not available,1995,Patna,No,No,No,Jharkhand
Kailash Prasad Deo,Male,Not Available,Not Available,Not Available,2018-01-06T00:00:00Z,2029-07-31T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,not available,not available,not available,not available,not available,Jharkhand
Rajesh Kumar,Male,Not Available,Not Available,Not Available,2018-01-06T00:00:00Z,2030-10-25T00:00:00Z,No,No,Jharkhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,not available,not available,not available,not available,not available,Jharkhand
P. Krishnamoorthy,Male,1935-06-28T00:00:00Z,Not Available,Not Available,1994-04-28T00:00:00Z,1997-06-29T00:00:00Z,No,No,Kerala,Yes,Karnataka,1994-04-28T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,1960,Kerala,not available,not available,not available,Karnataka
R. G. Vaidhyanatha,Male,1935-07-09T00:00:00Z,Not Available,Not Available,1994-02-25T00:00:00Z,1997-07-08T00:00:00Z,No,No,Karnataka,Yes,Bombay,1994-03-17T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Science,not available,not available,Not Applicable,Not Applicable,not available,not available,not available,Karnataka
K.S. Bhaktavatsalam,Male,1935-10-22T00:00:00Z,Not Available,Not Available,1994-05-11T00:00:00Z,1997-10-23T00:00:00Z,No,No,Madras,Yes,Karnataka,1994-05-11T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,not available,not available,not available,not available,not available,Karnataka
B. K. Somashekhar,Male,1936-01-27T00:00:00Z,Not Available,Not Available,1994-02-25T00:00:00Z,1998-01-28T00:00:00Z,No,No,Karnataka,Yes,AndhraPradesh,1994-03-21T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,1959,not available,not available,not available,not available,Karnataka
M. B. Vishwanath,Male,1936-10-31T00:00:00Z,Not Available,Not Available,1994-11-30T00:00:00Z,1998-11-01T00:00:00Z,No,No,Karnataka,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,1961,Karnataka,not available,not available,not available,Karnataka
